PUNT_GLOBAL,FAMI_ESTRATOVIVIENDA,FAMI_TIENEINTERNET,FAMI_TIENECOMPUTADOR,COLE_AREA_UBICACION,COLE_BILINGUE,FAMI_EDUCACIONMADRE
308.0,Estrato 2,Si,Si,URBANO,N,Técnica o tecnológica completa
216.0,Estrato 2,Si,Si,URBANO,N,Primaria completa
286.0,Estrato 3,Si,Si,URBANO,N,Educación profesional completa
258.0,Estrato 2,No,No,URBANO,N,Educación profesional completa
268.0,Estrato 2,Si,Si,URBANO,N,Primaria incompleta
320.0,Estrato 3,Si,Si,URBANO,N,Técnica o tecnológica incompleta
212.0,Estrato 1,No,No,RURAL,N,Primaria completa
248.0,Estrato 3,Si,Si,URBANO,N,Técnica o tecnológica completa
338.0,Estrato 5,Si,Si,RURAL,S,Postgrado
237.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
351.0,Estrato 1,Si,No,URBANO,N,Técnica o tecnológica completa
290.0,Estrato 2,No,Si,URBANO,N,Primaria incompleta
293.0,Estrato 1,No,No,URBANO,N,Educación profesional completa
202.0,Estrato 1,No,Si,URBANO,N,Ninguno
253.0,Estrato 2,No,Si,RURAL,N,Educación profesional completa
213.0,Estrato 2,Si,Si,URBANO,N,Técnica o tecnológica completa
235.0,Estrato 1,No,No,URBANO,N,Primaria incompleta
215.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
279.0,Estrato 1,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
327.0,Estrato 3,Si,Si,URBANO,N,Educación profesional incompleta
212.0,Estrato 2,No,No,URBANO,N,Primaria incompleta
253.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
244.0,Estrato 1,No,No,RURAL,N,Secundaria (Bachillerato) incompleta
223.0,Estrato 2,Si,Si,RURAL,N,Postgrado
220.0,Estrato 1,No,Si,URBANO,N,Primaria completa
312.0,Estrato 2,No,Si,URBANO,N,Primaria completa
337.0,Estrato 3,Si,Si,URBANO,N,Educación profesional completa
253.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
297.0,Estrato 2,No,Si,RURAL,N,Secundaria (Bachillerato) completa
227.0,Estrato 2,Si,Si,URBANO,N,Primaria incompleta
164.0,Estrato 2,No,No,URBANO,N,Primaria completa
159.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
323.0,Estrato 2,No,No,URBANO,N,Secundaria (Bachillerato) incompleta
290.0,Estrato 2,No,Si,URBANO,N,Secundaria (Bachillerato) completa
297.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
216.0,Estrato 3,No,No,URBANO,N,Secundaria (Bachillerato) completa
334.0,Estrato 2,No,No,URBANO,N,Secundaria (Bachillerato) completa
252.0,Estrato 2,Si,No,URBANO,N,Secundaria (Bachillerato) incompleta
321.0,Estrato 2,Si,Si,RURAL,S,Técnica o tecnológica incompleta
226.0,Estrato 1,No,No,URBANO,N,Primaria incompleta
294.0,Estrato 2,Si,Si,URBANO,N,Técnica o tecnológica incompleta
245.0,Estrato 1,No,Si,URBANO,N,Primaria completa
260.0,Estrato 4,Si,Si,URBANO,N,Postgrado
210.0,Estrato 1,No,Si,RURAL,N,Primaria completa
267.0,Estrato 1,Si,Si,RURAL,N,Primaria incompleta
195.0,Estrato 1,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
178.0,Estrato 1,No,No,URBANO,N,Primaria completa
272.0,Estrato 3,Si,Si,URBANO,N,Primaria completa
191.0,Estrato 1,No,No,URBANO,N,Primaria completa
218.0,Estrato 4,Si,No,URBANO,N,Secundaria (Bachillerato) incompleta
184.0,Estrato 3,No,Si,URBANO,N,Primaria incompleta
209.0,Estrato 2,Si,No,URBANO,N,Secundaria (Bachillerato) incompleta
213.0,Estrato 2,Si,No,URBANO,N,Secundaria (Bachillerato) completa
258.0,Estrato 1,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
339.0,Estrato 3,Si,Si,URBANO,N,Educación profesional incompleta
235.0,Estrato 2,Si,Si,URBANO,N,Primaria incompleta
359.0,Estrato 2,Si,Si,URBANO,N,Técnica o tecnológica completa
290.0,Estrato 1,No,No,URBANO,N,Primaria incompleta
280.0,Estrato 2,No,Si,RURAL,N,Educación profesional completa
315.0,Estrato 2,Si,No,URBANO,N,Secundaria (Bachillerato) completa
277.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
281.0,Estrato 2,No,No,RURAL,N,Primaria incompleta
209.0,Estrato 1,No,No,URBANO,N,Secundaria (Bachillerato) completa
182.0,Sin Estrato,No,Si,RURAL,N,Primaria completa
199.0,Estrato 1,No,No,URBANO,N,Secundaria (Bachillerato) incompleta
350.0,Estrato 2,No,Si,URBANO,N,Secundaria (Bachillerato) completa
277.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
248.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
329.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
208.0,Estrato 1,Si,Si,URBANO,N,Primaria incompleta
280.0,Estrato 2,Si,No,URBANO,N,Secundaria (Bachillerato) incompleta
187.0,Estrato 1,Si,Si,URBANO,N,Primaria completa
256.0,Estrato 1,No,No,RURAL,N,No sabe
306.0,Estrato 1,Si,No,URBANO,N,Ninguno
328.0,Estrato 3,Si,Si,RURAL,N,Primaria completa
255.0,Estrato 1,No,No,URBANO,N,Primaria completa
223.0,Estrato 2,No,No,URBANO,N,Secundaria (Bachillerato) incompleta
204.0,Estrato 2,No,No,RURAL,N,Primaria completa
250.0,Estrato 2,Si,Si,URBANO,N,Primaria completa
250.0,Estrato 3,Si,No,URBANO,N,Primaria incompleta
207.0,Estrato 3,Si,No,URBANO,N,Primaria incompleta
231.0,Estrato 2,No,No,RURAL,N,Secundaria (Bachillerato) completa
297.0,Estrato 1,No,No,URBANO,N,Secundaria (Bachillerato) completa
253.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
183.0,Estrato 3,Si,Si,URBANO,N,Educación profesional completa
232.0,Estrato 2,No,No,URBANO,N,No sabe
241.0,Estrato 2,Si,Si,URBANO,N,Educación profesional completa
248.0,Estrato 1,No,No,URBANO,N,Secundaria (Bachillerato) completa
292.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
287.0,Estrato 3,Si,No,URBANO,N,Educación profesional completa
266.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
218.0,Estrato 2,Si,No,URBANO,N,Técnica o tecnológica incompleta
338.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
240.0,Estrato 3,Si,Si,URBANO,N,Educación profesional completa
327.0,Estrato 2,No,Si,URBANO,N,Secundaria (Bachillerato) completa
260.0,Estrato 3,Si,Si,URBANO,N,Educación profesional completa
308.0,Estrato 2,Si,Si,RURAL,N,Educación profesional incompleta
249.0,Estrato 2,Si,Si,RURAL,N,Secundaria (Bachillerato) completa
255.0,Estrato 2,No,No,URBANO,N,Primaria incompleta
217.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
275.0,Estrato 2,No,No,URBANO,N,Técnica o tecnológica completa
277.0,Estrato 2,Si,Si,URBANO,N,Primaria incompleta
295.0,Estrato 2,Si,Si,URBANO,N,Educación profesional completa
239.0,Estrato 2,No,Si,RURAL,N,Primaria incompleta
212.0,Estrato 3,Si,No,URBANO,N,Primaria incompleta
287.0,Estrato 1,No,No,URBANO,N,Primaria incompleta
278.0,Estrato 2,No,Si,URBANO,N,Primaria completa
353.0,Estrato 3,Si,Si,URBANO,N,Educación profesional completa
267.0,Estrato 1,Si,No,URBANO,N,Secundaria (Bachillerato) completa
340.0,Estrato 3,No,Si,URBANO,N,Educación profesional completa
332.0,Estrato 2,No,No,URBANO,N,Educación profesional incompleta
291.0,Estrato 3,Si,No,URBANO,N,Secundaria (Bachillerato) incompleta
243.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
234.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
261.0,Estrato 3,Si,Si,URBANO,N,Técnica o tecnológica completa
241.0,Estrato 1,No,Si,RURAL,N,Secundaria (Bachillerato) incompleta
221.0,Estrato 1,Si,No,URBANO,N,Primaria incompleta
332.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
211.0,Estrato 3,Si,Si,RURAL,N,Secundaria (Bachillerato) completa
182.0,Estrato 2,No,No,RURAL,N,Primaria incompleta
285.0,Estrato 2,No,No,URBANO,N,Secundaria (Bachillerato) incompleta
245.0,Estrato 2,Si,No,URBANO,N,Primaria incompleta
306.0,Estrato 2,No,Si,URBANO,N,Educación profesional completa
263.0,Estrato 1,No,Si,URBANO,N,Técnica o tecnológica incompleta
316.0,Estrato 4,Si,Si,URBANO,N,Educación profesional completa
328.0,Estrato 3,Si,Si,URBANO,N,Técnica o tecnológica completa
260.0,Estrato 2,No,Si,URBANO,N,Primaria completa
278.0,Estrato 3,Si,No,URBANO,N,Secundaria (Bachillerato) completa
216.0,Estrato 3,Si,Si,URBANO,N,Primaria completa
226.0,Estrato 1,No,No,RURAL,N,Primaria incompleta
237.0,Estrato 6,No,Si,URBANO,N,Técnica o tecnológica completa
242.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
295.0,Estrato 2,Si,Si,RURAL,N,Técnica o tecnológica completa
229.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
204.0,Estrato 2,No,No,URBANO,N,Primaria incompleta
261.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
236.0,Estrato 2,Si,Si,URBANO,N,Educación profesional completa
243.0,Estrato 4,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
357.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
199.0,Estrato 2,No,Si,URBANO,N,Secundaria (Bachillerato) incompleta
296.0,Estrato 1,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
314.0,Estrato 2,Si,No,URBANO,N,Secundaria (Bachillerato) completa
274.0,Estrato 1,Si,Si,URBANO,N,Primaria completa
270.0,Estrato 3,No,No,URBANO,N,Técnica o tecnológica completa
202.0,Estrato 2,No,No,URBANO,N,Secundaria (Bachillerato) incompleta
327.0,Estrato 2,Si,Si,URBANO,N,Educación profesional completa
293.0,Estrato 2,Si,Si,URBANO,N,Primaria completa
227.0,Estrato 2,No,No,RURAL,N,Primaria completa
267.0,Estrato 2,No,Si,URBANO,N,Secundaria (Bachillerato) incompleta
304.0,Estrato 3,Si,No,URBANO,N,Secundaria (Bachillerato) incompleta
237.0,Estrato 2,No,Si,RURAL,N,Secundaria (Bachillerato) incompleta
314.0,Estrato 2,Si,Si,RURAL,N,Educación profesional completa
297.0,Estrato 2,Si,Si,URBANO,N,Técnica o tecnológica completa
320.0,Estrato 2,Si,Si,URBANO,N,Primaria completa
190.0,Sin Estrato,No,No,URBANO,N,Primaria incompleta
300.0,Estrato 2,Si,Si,URBANO,N,Técnica o tecnológica incompleta
363.0,Estrato 3,Si,Si,RURAL,N,Postgrado
290.0,Estrato 3,Si,Si,URBANO,N,Educación profesional completa
316.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
361.0,Estrato 4,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
305.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
147.0,Sin Estrato,No,Si,RURAL,N,Secundaria (Bachillerato) completa
237.0,Estrato 2,Si,Si,URBANO,N,Técnica o tecnológica incompleta
286.0,Estrato 2,Si,Si,URBANO,N,Educación profesional completa
292.0,Estrato 2,Si,No,RURAL,N,Secundaria (Bachillerato) completa
275.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
185.0,Estrato 1,No,No,RURAL,N,Secundaria (Bachillerato) incompleta
249.0,Estrato 2,No,Si,URBANO,N,Técnica o tecnológica completa
289.0,Estrato 2,Si,No,URBANO,N,Secundaria (Bachillerato) completa
261.0,Estrato 5,Si,Si,URBANO,N,Educación profesional completa
263.0,Estrato 1,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
307.0,Estrato 3,Si,Si,URBANO,N,Educación profesional completa
298.0,Estrato 2,No,Si,URBANO,N,Secundaria (Bachillerato) incompleta
185.0,Estrato 2,Si,No,RURAL,N,Secundaria (Bachillerato) completa
220.0,Estrato 1,No,No,URBANO,N,Secundaria (Bachillerato) completa
296.0,Estrato 2,No,Si,RURAL,N,Primaria incompleta
315.0,Estrato 3,Si,Si,URBANO,N,Educación profesional incompleta
219.0,Estrato 1,No,No,URBANO,N,Primaria incompleta
214.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
232.0,Estrato 1,No,Si,URBANO,N,Secundaria (Bachillerato) completa
262.0,Estrato 2,Si,Si,URBANO,N,Técnica o tecnológica completa
276.0,Estrato 2,Si,Si,RURAL,N,Secundaria (Bachillerato) completa
262.0,Estrato 2,No,No,URBANO,N,Secundaria (Bachillerato) completa
286.0,Estrato 1,No,Si,URBANO,N,Primaria completa
253.0,Estrato 2,No,No,RURAL,N,Primaria incompleta
300.0,Estrato 2,Si,Si,RURAL,N,Primaria completa
207.0,Estrato 2,No,No,RURAL,N,Secundaria (Bachillerato) incompleta
341.0,Estrato 1,Si,Si,URBANO,N,Educación profesional completa
311.0,Estrato 1,No,Si,URBANO,N,Educación profesional completa
281.0,Estrato 2,Si,No,URBANO,N,Secundaria (Bachillerato) completa
277.0,Estrato 1,No,No,URBANO,N,Primaria incompleta
303.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
263.0,Estrato 2,No,Si,URBANO,N,Secundaria (Bachillerato) completa
257.0,Estrato 1,No,No,RURAL,N,Primaria incompleta
276.0,Estrato 4,Si,Si,URBANO,N,Técnica o tecnológica completa
301.0,Estrato 3,Si,Si,URBANO,N,Primaria incompleta
325.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
170.0,Estrato 1,No,No,URBANO,N,Secundaria (Bachillerato) incompleta
325.0,Estrato 1,Si,No,URBANO,N,Primaria completa
318.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
248.0,Estrato 2,No,Si,URBANO,N,Primaria incompleta
271.0,Estrato 3,Si,Si,RURAL,N,Secundaria (Bachillerato) incompleta
218.0,Estrato 1,No,Si,URBANO,N,Secundaria (Bachillerato) completa
245.0,Estrato 1,No,No,URBANO,N,Primaria incompleta
324.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
277.0,Estrato 2,Si,Si,URBANO,N,Primaria incompleta
273.0,Estrato 2,Si,Si,URBANO,N,Primaria incompleta
332.0,Estrato 1,Si,Si,URBANO,N,Técnica o tecnológica completa
251.0,Estrato 1,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
191.0,Estrato 2,No,No,URBANO,N,Secundaria (Bachillerato) incompleta
282.0,Estrato 2,Si,Si,RURAL,N,Secundaria (Bachillerato) completa
246.0,Estrato 2,No,Si,URBANO,N,Primaria completa
272.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
280.0,Estrato 2,No,No,URBANO,N,Secundaria (Bachillerato) completa
247.0,Estrato 1,No,Si,RURAL,N,Primaria completa
193.0,Estrato 1,Si,No,RURAL,N,Primaria completa
173.0,Estrato 1,No,No,RURAL,N,Primaria incompleta
318.0,Estrato 1,Si,Si,URBANO,N,Primaria incompleta
224.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
307.0,Estrato 4,Si,Si,RURAL,N,Postgrado
263.0,Estrato 2,No,No,URBANO,N,Primaria completa
268.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
332.0,Estrato 2,Si,Si,URBANO,N,Postgrado
188.0,Estrato 3,Si,Si,URBANO,N,Primaria incompleta
266.0,Estrato 1,No,No,URBANO,N,Primaria completa
314.0,Estrato 4,Si,Si,URBANO,N,Educación profesional completa
314.0,Estrato 1,Si,Si,URBANO,N,Primaria completa
282.0,Estrato 3,No,Si,URBANO,N,Secundaria (Bachillerato) incompleta
249.0,Estrato 2,No,No,URBANO,N,Primaria completa
362.0,Estrato 4,Si,Si,RURAL,N,Técnica o tecnológica incompleta
349.0,Estrato 5,Si,Si,RURAL,S,Educación profesional completa
310.0,Estrato 2,Si,Si,RURAL,N,Secundaria (Bachillerato) completa
257.0,Estrato 3,Si,Si,URBANO,N,Educación profesional incompleta
201.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
274.0,Estrato 6,Si,Si,RURAL,N,Educación profesional completa
303.0,Estrato 6,Si,Si,RURAL,N,Postgrado
229.0,Estrato 1,No,No,URBANO,N,Secundaria (Bachillerato) completa
233.0,Estrato 2,No,No,RURAL,N,Primaria completa
223.0,Estrato 1,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
244.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
223.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
317.0,Estrato 2,Si,Si,URBANO,N,Educación profesional completa
261.0,Estrato 2,Si,Si,URBANO,N,Primaria completa
260.0,Estrato 1,No,No,URBANO,N,Secundaria (Bachillerato) incompleta
228.0,Estrato 3,No,No,RURAL,N,Primaria completa
301.0,Estrato 2,Si,No,URBANO,N,Secundaria (Bachillerato) completa
312.0,Estrato 3,Si,Si,RURAL,N,Postgrado
350.0,Estrato 3,Si,Si,URBANO,N,Educación profesional completa
348.0,Estrato 3,Si,Si,URBANO,N,Primaria completa
210.0,Estrato 2,Si,No,URBANO,N,Secundaria (Bachillerato) completa
215.0,Estrato 1,No,No,RURAL,N,Primaria incompleta
283.0,Estrato 2,Si,Si,URBANO,N,Primaria completa
260.0,Estrato 2,Si,Si,URBANO,N,Primaria completa
311.0,Estrato 2,No,No,URBANO,N,Secundaria (Bachillerato) completa
200.0,Estrato 3,No,No,URBANO,N,Técnica o tecnológica completa
305.0,Estrato 3,Si,Si,URBANO,N,Técnica o tecnológica incompleta
278.0,Estrato 2,No,Si,URBANO,N,Primaria incompleta
183.0,Estrato 1,No,No,URBANO,N,Secundaria (Bachillerato) incompleta
311.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
296.0,Estrato 1,Si,Si,URBANO,N,Técnica o tecnológica completa
220.0,Estrato 2,Si,Si,RURAL,N,Secundaria (Bachillerato) completa
222.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
292.0,Estrato 1,Si,No,URBANO,N,Secundaria (Bachillerato) completa
237.0,Estrato 1,No,No,URBANO,N,Primaria completa
362.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
281.0,Estrato 2,No,Si,URBANO,N,Técnica o tecnológica completa
196.0,Estrato 2,Si,Si,URBANO,N,Primaria incompleta
227.0,Estrato 2,No,Si,RURAL,N,Secundaria (Bachillerato) completa
215.0,Estrato 1,Si,No,URBANO,N,Técnica o tecnológica completa
273.0,Estrato 2,Si,Si,URBANO,N,Técnica o tecnológica completa
315.0,Estrato 1,No,No,URBANO,N,Primaria completa
347.0,Estrato 3,Si,Si,URBANO,N,Educación profesional incompleta
176.0,Estrato 1,No,No,URBANO,N,No Aplica
330.0,Estrato 3,Si,Si,URBANO,N,Educación profesional incompleta
277.0,Estrato 2,Si,No,URBANO,N,Técnica o tecnológica completa
282.0,Estrato 3,Si,Si,URBANO,N,Postgrado
221.0,Estrato 2,No,No,URBANO,N,Secundaria (Bachillerato) completa
224.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
280.0,Estrato 1,Si,Si,URBANO,N,Educación profesional completa
308.0,Estrato 1,Si,Si,URBANO,N,Técnica o tecnológica completa
217.0,Estrato 3,No,Si,URBANO,N,Secundaria (Bachillerato) completa
190.0,Estrato 1,No,No,URBANO,N,Primaria incompleta
380.0,Estrato 1,Si,Si,URBANO,N,Educación profesional incompleta
295.0,Estrato 4,Si,Si,RURAL,S,Educación profesional completa
270.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
266.0,Estrato 1,No,No,URBANO,N,Secundaria (Bachillerato) completa
223.0,Estrato 2,Si,Si,URBANO,N,Educación profesional completa
298.0,Estrato 2,Si,Si,URBANO,N,Primaria completa
193.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
217.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
242.0,Estrato 2,Si,No,RURAL,N,Primaria incompleta
211.0,Estrato 2,Si,Si,URBANO,N,Primaria incompleta
353.0,Estrato 5,Si,Si,RURAL,S,Secundaria (Bachillerato) completa
228.0,Estrato 2,Si,Si,URBANO,N,Primaria incompleta
177.0,Estrato 1,No,Si,URBANO,N,Secundaria (Bachillerato) completa
163.0,Estrato 2,No,No,URBANO,N,Primaria completa
285.0,Estrato 3,Si,No,URBANO,N,Técnica o tecnológica completa
297.0,Estrato 3,Si,Si,RURAL,S,Secundaria (Bachillerato) completa
243.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
230.0,Estrato 1,Si,Si,URBANO,N,Primaria completa
234.0,Estrato 3,Si,Si,URBANO,N,Primaria completa
215.0,Estrato 2,No,Si,URBANO,N,Técnica o tecnológica completa
260.0,Estrato 2,No,No,URBANO,N,Primaria completa
347.0,Estrato 2,Si,Si,URBANO,N,Educación profesional completa
237.0,Estrato 3,No,No,URBANO,N,Secundaria (Bachillerato) incompleta
235.0,Estrato 2,No,Si,RURAL,N,Primaria completa
294.0,Estrato 4,Si,Si,URBANO,N,Postgrado
285.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
195.0,Estrato 1,No,No,URBANO,N,Secundaria (Bachillerato) completa
253.0,Estrato 2,Si,Si,URBANO,N,No sabe
293.0,Estrato 3,Si,Si,URBANO,N,Técnica o tecnológica completa
276.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
251.0,Estrato 2,Si,Si,URBANO,N,Primaria completa
223.0,Estrato 2,Si,No,URBANO,N,Secundaria (Bachillerato) incompleta
201.0,Estrato 2,Si,Si,RURAL,N,Secundaria (Bachillerato) incompleta
195.0,Estrato 1,No,Si,URBANO,N,Primaria incompleta
261.0,Estrato 3,Si,Si,URBANO,N,Educación profesional completa
208.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
251.0,Estrato 1,No,No,RURAL,N,Primaria incompleta
301.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
170.0,Estrato 3,Si,No,URBANO,N,Primaria incompleta
310.0,Estrato 2,Si,Si,URBANO,N,Primaria completa
281.0,Estrato 3,Si,Si,URBANO,N,Técnica o tecnológica incompleta
216.0,Estrato 2,No,No,URBANO,N,Primaria incompleta
214.0,Estrato 1,No,Si,URBANO,N,Secundaria (Bachillerato) completa
240.0,Estrato 5,Si,Si,URBANO,N,Técnica o tecnológica incompleta
263.0,Estrato 3,Si,No,URBANO,N,Secundaria (Bachillerato) completa
210.0,Estrato 3,Si,Si,RURAL,N,Técnica o tecnológica completa
239.0,Estrato 1,No,No,URBANO,N,Secundaria (Bachillerato) completa
256.0,Estrato 2,Si,Si,RURAL,N,Secundaria (Bachillerato) incompleta
259.0,Estrato 1,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
295.0,Estrato 2,No,Si,URBANO,N,Primaria completa
171.0,Estrato 1,Si,Si,URBANO,N,Primaria incompleta
245.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
285.0,Estrato 1,Si,Si,URBANO,N,Técnica o tecnológica completa
291.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
351.0,Estrato 2,Si,Si,URBANO,N,Educación profesional completa
269.0,Estrato 3,No,No,URBANO,N,Secundaria (Bachillerato) incompleta
298.0,Estrato 2,Si,Si,URBANO,N,Primaria incompleta
228.0,Estrato 1,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
291.0,Estrato 2,Si,Si,URBANO,N,Primaria incompleta
265.0,Estrato 2,Si,Si,URBANO,N,Técnica o tecnológica completa
210.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
181.0,Estrato 2,Si,No,RURAL,N,No sabe
273.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
178.0,Estrato 1,No,Si,URBANO,N,Secundaria (Bachillerato) incompleta
293.0,Estrato 3,Si,Si,URBANO,N,Educación profesional completa
298.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
254.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
272.0,Estrato 2,No,No,URBANO,N,Secundaria (Bachillerato) incompleta
336.0,Estrato 3,No,No,URBANO,N,Técnica o tecnológica incompleta
305.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
241.0,Estrato 3,Si,Si,URBANO,N,Primaria completa
293.0,Estrato 2,No,No,RURAL,N,Secundaria (Bachillerato) incompleta
303.0,Estrato 2,Si,Si,URBANO,N,Técnica o tecnológica completa
207.0,Estrato 2,No,No,RURAL,N,Primaria completa
223.0,Estrato 1,No,Si,URBANO,N,Primaria completa
333.0,Estrato 1,Si,Si,URBANO,N,Técnica o tecnológica incompleta
269.0,Estrato 2,Si,No,URBANO,N,Primaria completa
225.0,Estrato 1,No,No,URBANO,N,Secundaria (Bachillerato) completa
235.0,Estrato 3,Si,No,URBANO,N,Postgrado
247.0,Estrato 1,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
258.0,Estrato 1,Si,Si,URBANO,N,Primaria completa
254.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
215.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
242.0,Estrato 3,Si,Si,URBANO,N,Técnica o tecnológica incompleta
247.0,Estrato 3,Si,Si,URBANO,N,Primaria completa
